"The North Face","Cobra 52L Backpack","1240295284",5,"I tried a few backpacks prior to a trip down to Patagonia.  My Gearhead, Patrick K, helped me pick out a few different backpacks in this size.  I ended up narrowing it down to the Arcteryx Alpha FL45 and this and ended up going with the North Face.  The bag is really quite light for the amount of support and padding it has which leads me to the best part - the comfort of this bag is amazing, it is nice and adjustable and I was able to wear it very comfortably.

I wish it came with a rain cover though.","NOT_EMPLOYEE","2017-01-29 00:00:00","I've used it several times",""
"The North Face","Cobra 52L Backpack","1869999197",4,"Well designed and quality built backpack. ","NOT_EMPLOYEE","2016-03-10 00:00:00","I've used it once or twice and have initial impressions",""
"The North Face","Cobra 52L Backpack","1276478509",4,"Finally I found a pack that my husband likes. I got this for him, because he hasn't been happy with the fit of our other packs. 

Note: I gave it 4-Stars, because we haven't used it extensively and haven't used it for ski touring or mountaineering. 

Here is what he liked:

1) Fit! This is the fist climbing/backpacking pack under 80 Liters, that he has found comfortable to wear. He found it very comfortable on the hip bones, and liked the weight distribution. He carries about 35 lbs of climbing gear. We usually take two ropes to guide friends.

2) Simplicity! He wants to stuff everything in, and dump everything out. This has a big wide interior and opening, which makes it really easy to get stuff in and out of. There are a pockets in the brain, for organization, and will take a Hydration Bladder.

3) Tough Crampon and Helmet pocket. The external pocket is big and durable, so you don't have to wince, every time you put your gear in there.

4) Look. He likes the design and colors. Hey, that's important too!

Here's a picture of my using it as a day pack, without the top pocket, or brain. I also find it very comfortable, without  any pain on the hips bones.

More questions? Let me help!

Emily Jenson
Expert Gearhead
801.746.7587
ejenson@backcountry.com","EMPLOYEE","2015-09-30 00:00:00","I've used it once or twice and have initial impressions","true"
"The North Face","Cobra 52L Backpack","101569590",5,"My favorite part about this pack is the simplicity thats combined with some serious durability that doesn't weigh me down. The main compartment easily stores my sleeping bag, cookware, clothes, and food for 3-5 days and the lid is large enough for all the quick essentials including my camera. With some purchased accessory straps my tent and sleeping bag are easily attached to the outside of the back in the traditional horizontal fashion.  While these straps don't break the bank, it would have been nice as an included feature. 

Previously, I've exclusively used packs with a suspension system like Deuter or Osprey, and have been blown away with the long term comfort this pack has provided. Without a crazy amount of padding on the back or waist belt the pack doesn't have the initial cloud-like comfort you get from putting on one of the more padded suspension packs. However, as my trips progress the simplicity comes into play and I tend to ""forget"" the pack is there or causing any higher pressure points. 

All in all, I'm a huge fan of this pack.","NOT_EMPLOYEE","2015-09-29 00:00:00","I've put it through the wringer",""
"The North Face","Cobra 52L Backpack","106270736",4,"I really liked the look and feel of this pack. I just wished it had more pockets. Total pockets include the top lid, a little pouch on the inside, outside crampon and some minimal sleeves on the side. It makes sense, as this bag is designed mainly for climbers, but in search of a multi-day use pack I ended up looking elsewhere ","NOT_EMPLOYEE","2015-08-01 00:00:00","",""
"The North Face","ThermoBall Hooded Insulated Jacket - Men's","108835542",5,"Taken it everywhere with me. Comfortable enough to sleep in and durable enough to bag peaks. ","NOT_EMPLOYEE","2017-11-23 00:00:00","",""
"The North Face","ThermoBall Hooded Insulated Jacket - Men's","2456887",4,"This is my second thermoball jacket. I lost a lot of weight and needed to size down, and found this on sale for a total steal.  There are a lot of reasons to get this jacket, but know what you get:

PROS:
-This jacket breathes better than my Arcteryx Atom LT and my Patagonia Nano Air. Seriously.
-Fit... The fit just works for me. But it IS a little boxier than most technical jackets. This works for me, I have huge shoulders.
- Best mimic of a down jacket I have ever used.
- Warm. I used to wear two layers while working outside in Utah winter's. Now, this jacket does the trick 80% of the time alone..
-Fabric- this fabric is very durable compared to many puffy's. I have had countless times when I rubbed up next to something and was surprised there was no hole. Awesome nylon. Not a magical nylon... Just not a cheap nylon. Also, this jacket feels better against my skin than all my other jackets.

CONS:

-hood is pretty large and not adjustable. Compared to Arcteryx, this hood is barely functional but I do use it, and it is at least warm.
Longevity - I still have my old thermoball that is now over 4 years  old. It has lost some of its loft and warmth. Still works, but it's not actually down. Should not be surprising to you. The nylon she'll is still in great shape. I have washed and dried this jacket several times in my washer and dryer with no issues.


If you find this jacket on sale under $150, I would definitely recommend it.","NOT_EMPLOYEE","2017-11-13 00:00:00","I've put it through the wringer",""
"The North Face","ThermoBall Hooded Insulated Jacket - Men's","1111962",2,"Slightly Large doesn't describe it. It's way too big in the torso. I'm giving it away to a fat friend.","NOT_EMPLOYEE","2017-06-13 00:00:00","I've used it once or twice and have initial impressions",""
"The North Face","ThermoBall Hooded Insulated Jacket - Men's","105875072",5,"Hola  a todos un saludo desde Quito Ecuador 
Me llego esta chaqueta Thermoball la calidad excelente unos materiales premiun , muy caliente me sirve bastante porque en Quito Ecuador es frÃ­o y esta muy lluvioso.
saludos cordiales.","NOT_EMPLOYEE","2017-04-08 00:00:00","I've put it through the wringer",""
"The North Face","ThermoBall Hooded Insulated Jacket - Men's","108399571",4,"This is a great, basic synthetic jacket. It isn't crazy warm, but it's perfect for around town on those chilly days. With a sweatshirt underneath, I would recommend it down to the teens F. Overall I really like this jacket, it packs down small and should last me a long time!","EMPLOYEE","2017-04-06 00:00:00","I've used it several times","true"
