"Patagonia","Nano-Air Light Hybrid Insulated Jacket - Men's","109137731",5,"I use this as my active winter mid-layer for ice climbing and for ski touring.  I'm wearing a MED in the picture.  On approaches, I usually have this stand alone (no shell) and the DWR finish is awesome for minor snow or moisture.  I wear a 100g merino base layer underneath this jacket. I also own the Nano Air Jacket, but I use the Hybrid when I'm more active.  Also, this has a skinier fit than the Nano Air.  The big difference is that the Hybrid is only 40grams of insulation which is perfect.  Also, the thin fleece in the back (instead of insulation throughout the jacket) is wonderful when you're wearing a pack and you won't get a sweaty back as easily as you could with other mid-layers.   
Also, I'm sporting the Patagonia Dual Point pants/bibs in the picture!  My go to for ice!  Great for spring touring as well. 
Lastly, great colors for guys! (finally)   ","EMPLOYEE","2017-12-08 00:00:00","I've put it through the wringer","true"
"Patagonia","Nano-Air Light Hybrid Insulated Jacket - Men's","106643442",5,"This is a great active mid-layer, though certainly on the light side in terms of insulation.  Great to wear while active with good breathability but still enough insulation where it counts.  

This is certainly more of a fit cut (as described) as compared to other Patagonia jackets.","EMPLOYEE","2017-12-06 00:00:00","I've used it once or twice and have initial impressions",""
"Patagonia","Nano-Air Light Hybrid Insulated Jacket - Men's","108605050",5,"First off, the Nano-Air series are the best mid layer jackets out there! This hybrid is obviously the lighter more breathable version of the standard Nano Air. I use it as a layer under my ski shell and it is PERFECT! Breathes well and maintains a good warmth. I would purchase these is you are looking for an ACTIVE mid layer. This is the best one out there. If you have the R1, Nano Air Light, and the Nano Air. You will be perfect for any weather thrown at you. I am 5'10"" and 165 lbs. and the medium fits perfectly. It is a little tighter than the standard Nano Air, but thats what you want with a mid layer like this.

Let me know if you have questions!","EMPLOYEE","2017-11-13 00:00:00","I've put it through the wringer","true"
"Patagonia","Nano-Air Light Hybrid Insulated Jacket - Men's","106725168",5,"I bought this for fall/winter trail running, and have been very happy thus far. The insulation at the chest and arms keeps me warm on my way to the trailhead/in a headwind, and the stretchy knit panels dump heat really well once I've started sweating. ","EMPLOYEE","2017-11-01 00:00:00","I've used it several times",""
"Patagonia","Nano-Air Light Hybrid Insulated Jacket - Men's","1602567099",5,"Bought this for my boyfriend earlier this year and he loves it. He wears it even when he doesn't need to. Bought it for him for trail running primarily and also Backcountry skiing. Nice breathable back and very soft.","NOT_EMPLOYEE","2017-10-16 00:00:00","I gave it as a gift but have feedback to share",""
"Patagonia","Nano-Air Light Hybrid Insulated Jacket - Men's","2133108",5,"I love my Nano Air hooded jacket but most of the time it is overkill in the warmth department and I end up using it as an insulating outer layer. The Nano Air Light Hybrid is perfect middle ground piece for moving fast with big efforts in the cold or just chilling at work when something more than a t shirt is needed.

 On cold days I am able to use it backcountry skiing over a baselayer layer on the skin up and then pop an insulating jacket or shell over it on the way down. If transitioning fast it insulates well enough to even forego the insulating layer on the way down and just roll with it as the outer layer. When it's sunny and a little warmer I'll skin up in a base layer and add the Nano air light for the down.  I'm always surprised at how wind resistant the chest area is in relation to how well it breathes! That is the magic of multiple materials placed in strategic places. In addition to backcountry skiing I use it nordic skiing on cold days, fat biking (heaven forbid),  cold bike commutes as an mid or outerlayer, etc etc...
 I love the contoured fit and at 5'9' 150 lbs feel the size small was tailor made for me. I often wear it at work in the clinic on cold mornings and never end up taking it off because it regulates temperature  so well. 
This is one piece that I need in multiple different colors so everyone doesent  realize that I'm actually wearing the same piece everyday for about every type of activity...","NOT_EMPLOYEE","2017-04-19 00:00:00","I've put it through the wringer",""
"Patagonia","Nano-Air Light Hybrid Insulated Jacket - Men's","1230244",5,"I typically run hot when active and cold when stopped. The original nano air was too warm for me while active. I have also owned a 40 gram primaloft gold jacket with fleece side panels (ala Atom LT) and found it didn't breath well enough on the back panel when active.

The nano air light is a great piece for me in that it's a medium boost of insulation when worn over other layers, or much warmer under a wind breaker. Since I typically am wearing a pack less insulation on the back is appreciated. I consider it to be a much more versatile fleece (can't get much out of a fleece over a windshirt). 

Some examples of use:
*Ice climbing WI4-5 pitches with a thin t shirt and grid fleece around -10 to -5F. Used a thin windshirt over the top during windy approach and on easier approach pitches.

*Ski touring with no base layer at 27-30 degrees. Just to test breathability. Would sweat a bit in the front with zip down. Threw a hard shell over the top only and the whole jacket was dry and warm to the skin by the base of the run.

*Ski touring insulator for the ride down. I'll typically tour up in a very thin synthetic t or long sleeve and need more for the ski down. The nano is the perfect touch of warmth. Easier to slide on fast than any of my fleece mid layers. Dries out the base layer very fast when I do sweat on the up, especially in the back.

*Hiking and cragging in 40-50 degrees. It offers a boost of warmth on the flatter portions of approaches, if it's a steep uphill I would still strip down to a t-shirt. While cragging moderate rock with temps around 40 and some light wind I left the  nano on, did not overheat climbing and was just comfy while belaying. 

I see myself bringing this along for alpine climbing in the summer. On the descent of routes I think it will be a perfect boost of warmth over a windshirt. Since I can pull it on and off quickly it's much more versatile than taking a windshirt on/off to get a fleece underneath. 

My only gripe about the piece may be specific to my build, but it's shared with a lot of climbers. I have relatively low body fat and ""popeye"" forearms, lots of veins close to the skin. My elbows and underarms have been cold when I wear just the nano light or have it over a windshirt. I wish they would have the waffle fabric cover the back, sides, and armpits only. I could use a little bit more warmth under the forearms. Minor gripe.

Fit wise, I""m 5'8"" and 155lbs, most of the weight in the thunder thigh quads.","NOT_EMPLOYEE","2017-04-03 00:00:00","I've put it through the wringer",""
"Patagonia","Nano-Air Light Hybrid Insulated Jacket - Men's","105767344",5,"This jacket is perfect.  I love my Nano Air, but its a little sloppy in the fit.  This jacket is much more slim fit and might just be my new fav mid layer...  Im 6'2"" 185 and the large is perfecto.","NOT_EMPLOYEE","2017-03-30 00:00:00","",""
"Patagonia","Nano-Air Light Hybrid Insulated Jacket - Men's","1096759",5,"If you like your Nano Air jacket, you're going to love the LW Nano Air Hybrid here.  It takes the stretch and breathability that make the original so awesome, a step further.  I've been wearing mine a ton backcountry skiing on colder days, mountain biking, and as an around town piece.  I find myself wearing it even more than a regular Nano Air since it's lighter and more versatile.  The back stretch panel is from a Fall trail running piece and is super comfortable with what seems like just the right amount of stretch.  The thumb loops and stretch material that make up the cuff are the icing on the cake - it's not often guys get thumb loops on a jacket like this.
","VENDOR_REP","2017-02-09 00:00:00","I've put it through the wringer",""
"Patagonia","A/C Shirt - Short Sleeve - Men's","107887806",5,"This shirt is comfortably casual, temperate and I like the pattern. The gauze fabric is light enough for the warmest summer days. Also, Patagonia manufacturers with an ethical supply chain, including high quality, earth friendly materials, and ensures it's workers get fair wages and safe working conditions.","NOT_EMPLOYEE","2017-09-20 00:00:00","",""
"Patagonia","A/C Shirt - Short Sleeve - Men's","1364742289",5,"Bought the grey, it's nice and good for the summer time. ","NOT_EMPLOYEE","2017-07-07 00:00:00","I've put it through the wringer",""
"Patagonia","A/C Shirt - Short Sleeve - Men's","1905201839",5,"I like A/C shirts anyway but the Cuban Blue color is great.  I've had it on most of the days since I got it.","NOT_EMPLOYEE","2017-06-14 00:00:00","I've used it several times",""
"Patagonia","A/C Shirt - Short Sleeve - Men's","2404603",5,"I expected them to be nice, but they exceeded expectations.  They will not replace my silk shirts for very nice occasions, but work very well for everything else. Excellent fit for me (neither baggy nor snug), look good and very comfortable. … Fabric care is so easy it is hard to believe they are cotton.  The clothes dryer tightened them too much under the arms, but then with another washing and hanging that relaxed them under the arm, they dried quickly and without wrinkles. ","NOT_EMPLOYEE","2017-05-17 00:00:00","",""
"Patagonia","A/C Shirt - Short Sleeve - Men's","106674184",5,"Bought a few for my boyfriend and this shirt has been through the wringer with him. Great in hot, dry, and humid conditions. Also packs small and dries quickly, A+ for travel and adventures. ","NOT_EMPLOYEE","2017-05-01 00:00:00","I gave it as a gift but have feedback to share",""
"Patagonia","A/C Shirt - Short Sleeve - Men's","1048885",5,"The Patagonia A/C shirt is one of my all-time favorite button-down shirts for summer. The shirt gets the ""A/C"" in the title because it helps you stay cool when it's hot - the shirt has a slight crinkle to it that allows the shirt to stay off of your body and allow for air to circulate. This is not hype, nor is it modern technology; this is the real deal and it really works. From the office to barbecues and day hikes, the A/C shirt delivers. I'm picking up the Alongshore/Cuban Blue this time around. Fit is true to size - I am 6'2"" 185lbs and like the size large.  ","EMPLOYEE","2017-04-28 00:00:00","I've put it through the wringer",""
